Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
100.0;6.0;6.0;28013.0;40.42180326475261;-3.710008403409641;5;1.0;1.0;4.0;;45.0;260.0;1080.0;;19.0;1;19;1;1125;27;57;87;362;9;98.0;9.0;10.0;10.0;10.0;10.0;9.0;6.0;1.34;1027.0;191.0;0;1;0;
100.0;10.0;10.0;28013.0;40.41833873060296;-3.703240383605066;2;1.0;1.0;1.0;;46.0;;;90.0;30.0;1;0;2;1125;14;44;74;100;17;81.0;9.0;9.0;9.0;9.0;10.0;8.0;8.0;1.48;401.0;337.0;1;0;0;
;3.0;3.0;28012.0;40.407754805653774;-3.703964809427938;4;1.5;1.0;2.0;;27.0;;;;5.0;1;15;1;1125;0;0;0;0;0;;;;;;;;3.0;;686.0;;0;1;0;
100.0;2.0;2.0;28020.0;40.451697238818106;-3.700375347942529;4;1.0;1.0;2.0;;42.0;250.0;850.0;;45.0;2;12;3;1125;9;26;49;323;58;87.0;9.0;9.0;9.0;10.0;9.0;9.0;2.0;1.04;2055.0;1667.0;1;0;0;
;1.0;1.0;28024.0;40.39314989528486;-3.761456603560247;2;1.0;1.0;3.0;;35.0;;;;;1;0;1;1125;30;60;90;365;1;60.0;8.0;10.0;4.0;6.0;10.0;6.0;1.0;0.05;689.0;0.0;0;1;0;
100.0;2.0;2.0;28005.0;40.41258819043205;-3.708574405063122;4;1.0;1.0;2.0;;90.0;;;;15.0;2;15;2;1125;3;17;31;263;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;2.0;3.0;18.0;8.0;1;0;0;
100.0;32.0;32.0;28010.0;40.43505264739471;-3.701999510114434;9;2.0;6.0;9.0;;23.0;120.0;475.0;88.0;20.0;1;22;5;1055;30;60;90;365;6;77.0;6.0;7.0;9.0;8.0;9.0;8.0;25.0;0.17;1886.0;584.0;0;1;0;
;1.0;1.0;28045.0;40.39258167446402;-3.696523488625423;4;1.0;2.0;3.0;;50.0;;;100.0;30.0;2;5;2;1125;17;47;77;167;0;;;;;;;;1.0;;1.0;;1;0;0;
98.0;10.0;10.0;28004.0;40.4213849097511;-3.706492684962605;2;1.0;1.0;1.0;;27.0;;;;7.0;2;15;1;1125;2;14;20;284;123;83.0;9.0;9.0;8.0;8.0;10.0;9.0;10.0;6.06;1081.0;602.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41631718797191;-3.7003746196469;9;2.0;2.0;6.0;;80.0;;;150.0;;2;10;1;1125;2;6;8;79;17;98.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;5.26;926.0;93.0;1;0;0;
90.0;2.0;2.0;28050.0;40.50458373162416;-3.656915436348872;2;0.5;1.0;2.0;;19.0;;;100.0;20.0;1;6;2;1125;26;48;48;299;15;68.0;7.0;7.0;8.0;9.0;8.0;7.0;2.0;0.39;2316.0;1129.0;0;1;0;
;1.0;1.0;28026.0;40.38338011101787;-3.7035992556546793;2;1.0;1.0;1.0;;38.0;;;;10.0;2;10;4;20;0;0;0;0;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;0.36;293.0;24.0;1;0;0;
;26.0;26.0;28013.0;40.42012874279043;-3.707850433470106;1;3.0;1.0;1.0;;35.0;;;200.0;30.0;1;0;7;1125;0;6;36;311;0;;;;;;;;26.0;;44.0;;0;1;0;
100.0;1.0;1.0;28030.0;40.39776031561512;-3.639128838986561;1;2.0;1.0;1.0;;29.0;;;190.0;10.0;1;0;1;1125;18;48;78;353;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.3;1806.0;179.0;1;0;0;
67.0;2.0;2.0;28012.0;40.40927147636398;-3.698644592301469;2;1.0;1.0;1.0;;24.0;160.0;630.0;;;1;14;1;1125;27;57;87;362;18;96.0;9.0;9.0;10.0;10.0;10.0;9.0;2.0;0.36;1626.0;1370.0;0;0;1;
75.0;164.0;164.0;28002.0;40.44402527118695;-3.6678587543752;5;2.0;1.0;3.0;;85.0;;;200.0;50.0;2;10;2;1125;16;40;47;322;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;145.0;1.43;932.0;4.0;1;0;0;
89.0;2.0;2.0;28047.0;40.4043663380513;-3.731520773262553;1;1.0;1.0;1.0;;15.0;105.0;450.0;85.0;15.0;1;10;2;30;28;58;88;89;2;100.0;10.0;10.0;10.0;10.0;7.0;10.0;2.0;0.13;1220.0;284.0;0;1;0;
100.0;5.0;5.0;28013.0;40.418197337957125;-3.708391037002492;4;1.0;1.0;1.0;;65.0;;;;;2;10;2;1125;0;12;36;306;30;93.0;10.0;9.0;9.0;9.0;10.0;9.0;5.0;4.97;228.0;171.0;1;0;0;
100.0;11.0;11.0;28045.0;40.39527423687012;-3.698135646316661;6;1.0;2.0;2.0;;50.0;;;150.0;20.0;2;10;2;180;7;22;44;298;15;74.0;7.0;7.0;9.0;8.0;8.0;7.0;11.0;0.57;1627.0;583.0;1;0;0;
100.0;2.0;2.0;28020.0;40.45240927202583;-3.699048478776108;9;2.0;3.0;8.0;1184.0;100.0;600.0;1800.0;150.0;50.0;4;10;2;100;8;23;40;284;65;90.0;10.0;9.0;10.0;10.0;9.0;9.0;2.0;1.56;1701.0;1242.0;1;0;0;109.997152
100.0;3.0;3.0;28054.0;40.36320935676172;-3.756537835404624;2;1.0;1.0;1.0;;16.0;85.0;340.0;;10.0;1;20;3;1125;22;52;82;357;0;;;;;;;;3.0;;1862.0;;0;1;0;
100.0;1.0;1.0;28012.0;40.40695564113463;-3.697804344434999;2;1.0;1.0;1.0;;25.0;;;;27.0;1;13;1;4;0;0;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.03;733.0;13.0;0;1;0;
;38.0;38.0;28015.0;40.43540238439543;-3.705766823458154;1;2.0;1.0;1.0;;30.0;;;200.0;30.0;1;0;7;1125;0;6;36;311;0;;;;;;;;38.0;;44.0;;0;1;0;
100.0;2.0;2.0;28012.0;40.417150448305705;-3.703307657198642;2;1.0;1.0;1.0;;40.0;;;89.0;5.0;1;12;3;4;4;22;48;48;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;0.34;1707.0;371.0;0;1;0;
97.0;8.0;8.0;28003.0;40.4386635015714;-3.699375956852944;4;1.0;1.0;1.0;;60.0;;;300.0;25.0;2;10;2;1125;5;5;5;5;7;86.0;9.0;10.0;10.0;9.0;9.0;9.0;6.0;0.63;1028.0;268.0;1;0;0;
100.0;1.0;1.0;28012.0;40.40969432244151;-3.6956793879417047;4;1.0;1.0;3.0;;49.0;;;100.0;28.0;2;8;2;30;7;25;55;56;70;93.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;5.2;541.0;395.0;1;0;0;
100.0;2.0;2.0;;40.42973661099923;-3.692132395484279;2;1.0;1.0;1.0;;28.0;180.0;756.0;100.0;5.0;1;23;3;300;13;35;60;335;16;89.0;9.0;9.0;10.0;10.0;10.0;9.0;2.0;1.12;452.0;413.0;0;1;0;
100.0;3.0;3.0;28004.0;40.42703699628178;-3.701455531048481;3;1.0;2.0;2.0;;73.0;560.0;2000.0;150.0;20.0;2;20;5;1125;0;6;6;46;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;1.0;1836.0;0.0;1;0;0;
0.0;1.0;1.0;28015.0;40.43221656116005;-3.7142537003876384;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;1.0;;765.0;;0;0;1;
;38.0;38.0;28015.0;40.4279634242964;-3.707444660717191;1;1.0;1.0;1.0;;30.0;;;200.0;30.0;1;0;7;1125;0;0;10;285;0;;;;;;;;38.0;;44.0;;0;1;0;
100.0;1.0;1.0;28013.0;40.41717797591836;-3.709419877915375;4;1.0;2.0;2.0;;80.0;;;200.0;35.0;4;60;2;1125;8;26;53;210;27;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.45;1746.0;177.0;1;0;0;
100.0;3.0;3.0;28007.0;40.42342306237471;-3.668341122783944;2;1.0;1.0;1.0;;49.0;;;;;1;10;1;1125;28;58;88;363;0;;;;;;;;3.0;;1089.0;;0;1;0;
;1.0;1.0;28005.0;40.40746278661913;-3.705036625908616;3;1.0;1.0;2.0;;50.0;;;;20.0;2;10;5;1125;0;0;0;0;0;;;;;;;;1.0;;663.0;;1;0;0;
100.0;2.0;2.0;28004.0;40.42806829338038;-3.6944601270628334;7;3.0;4.0;4.0;;230.0;;;500.0;50.0;5;30;2;1125;8;28;50;289;30;93.0;9.0;9.0;10.0;10.0;10.0;9.0;2.0;2.22;520.0;378.0;1;0;0;
100.0;1.0;1.0;28036.0;40.450775944502176;-3.689151259050093;1;1.0;1.0;1.0;;30.0;;;;;1;0;3;365;17;47;77;352;64;95.0;9.0;10.0;10.0;10.0;10.0;10.0;1.0;1.62;1235.0;1146.0;0;1;0;
100.0;30.0;30.0;28008.0;40.42476074977259;-3.712714600607167;2;1.0;1.0;2.0;;22.0;;;;;1;0;2;1125;30;60;90;365;12;80.0;8.0;8.0;9.0;9.0;10.0;8.0;29.0;1.88;199.0;152.0;0;1;0;
100.0;1.0;1.0;28005.0;40.411995839899966;-3.706097657343229;2;1.0;1.0;1.0;;87.0;;;150.0;20.0;2;0;2;1125;5;24;46;321;127;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.85;1101.0;777.0;1;0;0;
100.0;7.0;7.0;28015.0;40.43332569495348;-3.7160670910856792;2;6.0;1.0;2.0;;35.0;;;;;1;35;5;1125;30;60;90;365;0;;;;;;;;7.0;;311.0;;0;0;1;
100.0;5.0;5.0;28045.0;40.40065341091021;-3.6974609150277455;4;1.0;0.0;2.0;;45.0;400.0;1400.0;;20.0;2;5;1;1125;16;41;71;346;2;80.0;9.0;9.0;10.0;10.0;9.0;9.0;4.0;0.14;1332.0;150.0;1;0;0;
100.0;3.0;3.0;28006.0;40.43401087888118;-3.679041437213479;5;1.0;2.0;5.0;;90.0;;;200.0;45.0;4;15;4;1125;2;8;14;286;7;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;1.19;1454.0;170.0;1;0;0;
100.0;1.0;1.0;28027.0;40.439828981528734;-3.642207717420915;1;1.0;1.0;1.0;;23.0;155.0;600.0;;8.0;1;0;2;1125;9;39;69;344;53;94.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;2.22;879.0;694.0;0;1;0;
67.0;1.0;1.0;28013.0;40.41974014033648;-3.70904675032746;4;1.0;1.0;2.0;646.0;65.0;500.0;1400.0;140.0;20.0;2;45;2;32;17;41;45;320;118;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;2.13;1989.0;1616.0;1;0;0;60.015338
100.0;1.0;1.0;28005.0;40.41107142456163;-3.708061318916297;2;1.5;1.0;1.0;;110.0;;;;40.0;1;0;1;1125;9;9;9;9;5;92.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.32;515.0;121.0;1;0;0;
98.0;4.0;4.0;28011.0;40.41469280758998;-3.7274803046055234;10;1.5;4.0;4.0;;60.0;450.0;1800.0;;20.0;3;10;1;1125;2;8;13;241;97;92.0;10.0;9.0;10.0;10.0;9.0;9.0;2.0;2.76;1065.0;1041.0;1;0;0;
100.0;1.0;1.0;28009.0;40.42700074310466;-3.6705996611684575;4;2.0;3.0;4.0;;80.0;;;100.0;;2;20;2;350;1;2;12;99;22;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.31;241.0;138.0;1;0;0;
100.0;2.0;2.0;28002.0;40.44689030672853;-3.672344564046288;1;0.5;1.0;1.0;;25.0;150.0;450.0;;;1;8;3;1125;8;35;65;326;43;99.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;1.94;691.0;567.0;0;1;0;
0.0;1.0;1.0;28015.0;40.43614782224136;-3.713756574462852;3;1.0;1.0;1.0;;75.0;;;;;1;0;1;1125;29;59;89;364;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.03;1112.0;0.0;1;0;0;
98.0;4.0;4.0;28045.0;40.39605757628636;-3.693677235033241;6;1.0;1.0;4.0;;70.0;;;90.0;20.0;3;12;1;1125;6;22;44;126;59;94.0;10.0;9.0;10.0;10.0;9.0;10.0;4.0;4.39;1588.0;382.0;1;0;0;
90.0;4.0;4.0;28013.0;40.41837194817665;-3.703208598842305;4;1.0;1.0;2.0;0.0;72.0;;;200.0;40.0;2;15;3;1125;18;42;69;344;10;96.0;9.0;10.0;9.0;9.0;10.0;10.0;4.0;0.19;1886.0;1533.0;1;0;0;0.0
100.0;1.0;1.0;28004.0;40.42436288208712;-3.698543104894296;4;1.0;2.0;2.0;;70.0;500.0;;150.0;30.0;2;10;3;20;0;0;0;0;14;88.0;9.0;9.0;10.0;9.0;10.0;10.0;1.0;0.59;1163.0;663.0;1;0;0;
100.0;24.0;24.0;28012.0;40.40651250933658;-3.700613086679159;4;1.5;1.0;2.0;;73.0;;;150.0;25.0;2;15;1;1125;2;25;47;138;14;97.0;10.0;10.0;10.0;10.0;10.0;10.0;23.0;2.76;1735.0;149.0;1;0;0;
100.0;3.0;3.0;28012.0;40.415257127755694;-3.703804535823492;6;2.0;2.0;5.0;;130.0;;;200.0;40.0;2;25;3;1125;5;11;16;214;51;94.0;10.0;10.0;10.0;10.0;10.0;9.0;3.0;1.66;1038.0;908.0;1;0;0;
100.0;57.0;57.0;28012.0;40.415093656938645;-3.706168574409894;4;1.0;1.0;1.0;;90.0;;;100.0;40.0;1;10;1;28;9;22;40;101;10;96.0;9.0;9.0;9.0;9.0;10.0;9.0;48.0;1.94;788.0;121.0;1;0;0;
;4.0;4.0;28012.0;40.413353728677706;-3.706282926146365;1;1.5;1.0;1.0;;30.0;;;;20.0;1;0;20;180;0;0;20;295;0;;;;;;;;4.0;;1646.0;;0;1;0;
100.0;35.0;35.0;28012.0;40.40823134824237;-3.699161872992241;4;1.0;2.0;4.0;;82.0;;;150.0;;2;20;3;1125;11;26;52;60;36;90.0;10.0;9.0;10.0;9.0;9.0;9.0;3.0;2.71;597.0;357.0;1;0;0;
83.0;3.0;3.0;28028.0;40.42543535249751;-3.667980036417113;2;1.0;0.0;1.0;;45.0;;;200.0;15.0;1;0;3;1125;9;18;30;120;49;94.0;9.0;10.0;10.0;10.0;9.0;10.0;3.0;3.29;555.0;442.0;1;0;0;
75.0;164.0;164.0;28014.0;40.4173504838792;-3.7008432877754407;4;1.0;1.0;2.0;;120.0;;;200.0;50.0;2;10;2;1125;7;26;52;321;0;;;;;;;;145.0;;932.0;;1;0;0;
100.0;1.0;1.0;28012.0;40.40854544784439;-3.696674218918013;2;1.0;1.0;1.0;;30.0;;;;;1;0;1;7;14;44;74;74;4;90.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;1.56;495.0;42.0;0;1;0;
100.0;25.0;25.0;28014.0;40.41615556803001;-3.696117050859038;6;2.0;1.0;3.0;;36.0;280.0;540.0;;12.0;2;28;1;1125;21;51;81;356;26;85.0;9.0;9.0;9.0;9.0;10.0;9.0;14.0;1.74;2077.0;310.0;0;1;0;
100.0;40.0;40.0;28013.0;40.41669634299019;-3.709897872297527;3;1.0;1.0;2.0;;90.0;536.0;1900.0;200.0;40.0;2;20;2;1000;6;12;27;290;10;87.0;9.0;10.0;9.0;8.0;10.0;8.0;40.0;0.4;1900.0;624.0;1;0;0;
100.0;24.0;24.0;28012.0;40.41587876425623;-3.7022567617208826;5;2.0;2.0;4.0;0.0;90.0;;;150.0;30.0;2;15;1;1125;2;14;27;112;186;95.0;10.0;10.0;10.0;10.0;10.0;10.0;23.0;4.78;1735.0;1165.0;1;0;0;0.0
100.0;2.0;2.0;28010.0;40.42854824462397;-3.696084536838564;4;2.0;2.0;3.0;;95.0;;3500.0;200.0;45.0;2;20;3;1125;11;26;51;326;52;92.0;9.0;10.0;9.0;9.0;10.0;9.0;1.0;2.76;996.0;563.0;1;0;0;
99.0;207.0;207.0;28004.0;40.42327029902752;-3.698247054907181;4;1.0;2.0;3.0;;50.0;;;150.0;30.0;2;33;2;1125;0;0;0;0;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;67.0;0.39;452.0;154.0;1;0;0;
100.0;2.0;2.0;28012.0;40.41706551607143;-3.7032481354084;6;1.0;2.0;2.0;;125.0;;;150.0;;4;20;2;1125;5;10;20;90;67;95.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;5.43;444.0;356.0;1;0;0;
;1.0;1.0;28015.0;40.43347517189387;-3.703651734149875;2;1.0;1.0;1.0;;35.0;;;;;1;10;1;4;30;60;90;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.05;1493.0;0.0;0;1;0;
;2.0;2.0;28039.0;40.45769852896911;-3.7046487716143086;1;1.0;1.0;1.0;;20.0;;;;5.0;1;0;1;1125;30;60;90;365;4;95.0;9.0;8.0;9.0;10.0;9.0;9.0;2.0;0.22;1724.0;385.0;0;1;0;
100.0;1.0;1.0;28005.0;40.40677749174812;-3.707708572896193;4;1.0;2.0;2.0;;79.0;;;;20.0;1;0;2;1125;5;6;6;6;14;90.0;10.0;9.0;10.0;10.0;9.0;9.0;1.0;1.08;1105.0;313.0;1;0;0;
96.0;3.0;3.0;28001.0;40.4204953129168;-3.688243251558419;2;1.0;0.0;1.0;;70.0;400.0;;300.0;10.0;1;0;1;1125;2;4;34;309;13;80.0;9.0;8.0;10.0;10.0;10.0;8.0;2.0;0.84;1518.0;434.0;1;0;0;
100.0;2.0;2.0;28007.0;40.403683500707565;-3.680381496881553;2;1.0;1.0;1.0;;19.0;;;;;3;12;1;1125;0;11;22;118;3;87.0;8.0;9.0;10.0;10.0;9.0;8.0;2.0;0.33;386.0;90.0;0;1;0;
98.0;14.0;14.0;28004.0;40.42044768784077;-3.697798979422612;2;1.0;0.0;1.0;;50.0;;;200.0;19.0;1;0;2;1125;5;25;55;56;67;82.0;9.0;9.0;9.0;9.0;9.0;9.0;12.0;2.42;1356.0;758.0;1;0;0;
;1.0;1.0;28030.0;40.41199341950161;-3.6365034982633815;3;1.0;1.0;1.0;;50.0;;;;;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;1001.0;;1;0;0;
100.0;1.0;1.0;28004.0;40.42292861761514;-3.704126232546064;2;1.0;0.0;1.0;;46.0;;;;10.0;1;0;1;18;5;14;26;196;12;87.0;9.0;10.0;9.0;9.0;9.0;9.0;1.0;4.74;95.0;60.0;1;0;0;
100.0;3.0;3.0;28005.0;40.41228133673259;-3.713177995647283;6;2.0;2.0;3.0;;115.0;;;170.0;45.0;5;35;2;10;16;46;76;351;15;85.0;9.0;9.0;10.0;9.0;10.0;9.0;3.0;0.53;925.0;813.0;1;0;0;
;1.0;1.0;28022.0;40.447032669124255;-3.5850967829771334;2;1.0;1.0;1.0;;40.0;;;;;2;0;2;1125;0;0;0;0;0;;;;;;;;1.0;;452.0;;0;1;0;
;17.0;17.0;28005.0;40.41111591939508;-3.712729611718132;1;2.0;1.0;1.0;;31.0;;;;;1;0;7;1125;0;5;35;310;0;;;;;;;;17.0;;373.0;;0;1;0;
100.0;2.0;2.0;28045.0;40.4023773788533;-3.701825423567403;2;1.0;1.0;2.0;;30.0;;;;;1;8;1;1125;13;43;73;346;44;82.0;9.0;9.0;9.0;9.0;9.0;9.0;2.0;3.25;509.0;400.0;0;1;0;
90.0;2.0;2.0;28008.0;40.430057301450255;-3.721386972716675;2;1.5;1.0;1.0;;150.0;;;200.0;30.0;1;0;1;1125;17;45;75;349;0;;;;;;;;2.0;;387.0;;1;0;0;
;1.0;1.0;28012.0;40.4087866249536;-3.7045566447928455;2;1.0;1.0;1.0;;50.0;250.0;600.0;100.0;;1;0;1;1125;0;0;6;281;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.05;822.0;0.0;0;1;0;
100.0;4.0;4.0;28045.0;40.40054081509492;-3.694157440695229;3;1.0;1.0;1.0;0.0;36.0;;;;;2;10;6;1125;20;42;72;338;54;86.0;9.0;9.0;10.0;10.0;9.0;9.0;4.0;1.26;1486.0;1213.0;1;0;0;0.0
100.0;15.0;15.0;28013.0;40.41677256511712;-3.7078797822446665;6;2.0;2.0;2.0;;130.0;780.0;2900.0;300.0;40.0;4;20;3;1125;10;19;36;177;54;94.0;10.0;10.0;10.0;10.0;10.0;10.0;15.0;1.78;1431.0;907.0;1;0;0;
100.0;5.0;5.0;28005.0;40.41103423060262;-3.71201457013304;9;3.5;3.0;5.0;;240.0;;4520.0;200.0;;6;40;2;365;8;16;28;268;216;98.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;4.33;1602.0;1486.0;1;0;0;
;1.0;1.0;28030.0;40.408477550782976;-3.641182263680582;3;2.0;1.0;2.0;;30.0;;;;22.0;1;28;1;1125;30;60;90;365;12;93.0;10.0;10.0;10.0;10.0;9.0;9.0;1.0;0.53;700.0;533.0;0;1;0;
100.0;3.0;3.0;28014.0;40.412352239709456;-3.6977087158330986;2;1.0;0.0;1.0;;55.0;325.0;1300.0;150.0;20.0;1;0;3;1125;8;9;24;295;50;93.0;10.0;10.0;10.0;10.0;10.0;9.0;3.0;2.12;1123.0;680.0;1;0;0;
100.0;2.0;2.0;28012.0;40.41695632006056;-3.703397822885423;4;1.0;1.0;1.0;;100.0;;;150.0;30.0;2;0;1;1125;3;16;24;107;47;94.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;5.02;291.0;277.0;1;0;0;
100.0;1.0;1.0;28021.0;40.34559876485141;-3.689693753914258;6;1.0;3.0;3.0;;60.0;;;;30.0;1;0;3;1125;9;32;55;143;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;394.0;0.0;1;0;0;
98.0;4.0;4.0;28005.0;40.41454066062984;-3.7070132930137927;12;2.0;3.0;8.0;;225.0;;;200.0;20.0;8;15;1;1125;2;12;21;143;20;94.0;10.0;9.0;9.0;9.0;10.0;9.0;4.0;2.76;477.0;201.0;1;0;0;
100.0;2.0;2.0;28008.0;40.43124856357711;-3.717466667081777;2;1.5;1.0;2.0;;50.0;;;;;1;0;1;1125;30;60;90;365;7;60.0;4.0;8.0;9.0;9.0;9.0;6.0;2.0;0.66;331.0;284.0;0;1;0;
96.0;39.0;39.0;28014.0;40.41236327354543;-3.693802981331946;5;2.0;2.0;4.0;;89.0;;;;;1;0;1;1125;4;11;25;190;1;;;;;;;;29.0;0.18;239.0;0.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42360174097119;-3.706199683951732;2;1.0;1.0;1.0;;60.0;;;;;1;0;1;1125;16;41;62;153;4;80.0;7.0;10.0;10.0;9.0;10.0;7.0;1.0;4.0;1176.0;18.0;1;0;0;
98.0;3.0;3.0;28014.0;40.41537091965121;-3.697409934624636;2;2.0;1.0;1.0;;25.0;;;150.0;10.0;2;0;1;1125;10;31;61;336;31;91.0;10.0;10.0;10.0;10.0;10.0;9.0;3.0;4.29;715.0;210.0;0;1;0;
100.0;1.0;1.0;28005.0;40.41262105774522;-3.710215267779632;2;1.0;1.0;1.0;;70.0;;;150.0;40.0;1;0;3;32;6;25;52;322;25;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.69;288.0;274.0;1;0;0;
96.0;6.0;6.0;28005.0;40.4099459836554;-3.71270019557412;4;1.0;1.0;1.0;;60.0;;;;5.0;1;0;1;15;0;0;0;34;14;78.0;8.0;8.0;9.0;9.0;10.0;8.0;5.0;2.08;417.0;168.0;1;0;0;
100.0;1.0;1.0;28004.0;40.4202308536794;-3.703470773718717;3;1.0;1.0;2.0;;48.0;;1300.0;;;1;20;1;180;0;0;14;289;23;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;2.75;1300.0;225.0;1;0;0;
100.0;2.0;2.0;28015.0;40.423933253091775;-3.7098399588286055;6;1.0;2.0;3.0;484.0;59.0;405.0;1400.0;150.0;;2;15;2;30;4;20;39;298;212;91.0;9.0;9.0;9.0;9.0;9.0;9.0;2.0;3.68;1995.0;1723.0;1;0;0;44.965052
97.0;15.0;15.0;28003.0;40.437599540263584;-3.707473900026772;4;1.0;0.0;1.0;;49.0;;1300.0;;30.0;1;0;2;1125;29;59;89;179;2;70.0;7.0;7.0;8.0;8.0;6.0;7.0;11.0;0.23;1651.0;248.0;1;0;0;
;1.0;1.0;28050.0;40.50115898199458;-3.671185857980729;2;1.0;1.0;1.0;;60.0;;;;20.0;2;20;2;30;0;0;0;0;3;93.0;10.0;9.0;10.0;9.0;9.0;9.0;1.0;0.28;2178.0;31.0;1;0;0;
100.0;1.0;1.0;28045.0;40.40206193521961;-3.699868106888915;2;1.0;2.0;1.0;;45.0;150.0;500.0;;;1;0;2;1125;3;12;42;317;6;93.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;0.89;1239.0;162.0;0;1;0;
100.0;6.0;6.0;28014.0;40.41133053758727;-3.695545649056621;2;1.0;1.0;1.0;;39.0;272.0;950.0;300.0;30.0;1;15;3;1125;3;3;3;253;5;100.0;10.0;9.0;10.0;10.0;10.0;10.0;5.0;0.83;955.0;124.0;0;1;0;
86.0;8.0;8.0;28050.0;40.50273768212381;-3.674073220888277;2;1.0;1.0;1.0;;88.0;;;;;2;20;3;1125;3;33;63;338;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;0.86;716.0;0.0;1;0;0;
100.0;2.0;2.0;28043.0;40.45049400161386;-3.654653922694137;2;1.0;1.0;1.0;;42.0;;;;;1;0;2;1125;26;56;65;125;2;80.0;10.0;8.0;10.0;10.0;10.0;9.0;2.0;0.5;593.0;21.0;0;1;0;
100.0;4.0;4.0;;40.47012226046729;-3.686145565479781;3;1.0;1.0;2.0;;59.0;;;150.0;35.0;2;5;4;180;10;18;48;323;15;100.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;1.0;1387.0;440.0;1;0;0;
100.0;3.0;3.0;28004.0;40.42486294043703;-3.699008870138941;1;1.0;1.0;1.0;;19.0;;;100.0;5.0;1;0;3;180;0;0;0;8;11;95.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;3.27;295.0;94.0;0;1;0;
100.0;1.0;1.0;28012.0;40.41317991475943;-3.707280834774597;4;1.0;1.0;2.0;;73.0;;;;20.0;1;0;2;1125;1;5;8;251;68;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;6.64;1300.0;296.0;1;0;0;
100.0;1.0;1.0;28013.0;40.42044817321632;-3.707975279088121;4;1.0;1.0;2.0;;80.0;;;;35.0;1;0;1;180;8;18;31;196;112;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;7.16;1444.0;463.0;1;0;0;
13.0;1.0;1.0;28029.0;40.473903719358695;-3.7157048058818254;3;1.0;1.0;1.0;;10.0;;;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;1.0;0.64;62.0;0.0;0;1;0;
75.0;164.0;164.0;28014.0;40.41174243221802;-3.696733404167203;4;1.0;1.0;3.0;;80.0;;1350.0;200.0;40.0;2;10;2;1125;2;4;4;254;2;90.0;10.0;9.0;10.0;9.0;10.0;9.0;145.0;0.14;932.0;113.0;1;0;0;
