Host Response Rate;Host Listings Count;Host Total Listings Count;Zipcode;Latitude;Longitude;Accommodates;Bathrooms;Bedrooms;Beds;Square Feet;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Calculated host listings count;Reviews per Month;Host Since in Days;First Review in Days;Entire home/apt;Private room;Shared room;Square Meters
96.0;4.0;4.0;28043.0;40.46678161688102;-3.6518301005082128;12;3.0;4.0;12.0;;155.0;;;;65.0;8;15;2;1125;11;37;61;334;20;84.0;8.0;8.0;9.0;9.0;9.0;9.0;4.0;1.46;1675.0;389.0;1;0;0;
100.0;2.0;2.0;28013.0;40.42230204829488;-3.710323117355409;2;1.0;1.0;1.0;;28.0;175.0;;90.0;;1;20;3;1125;0;0;0;0;19;87.0;10.0;8.0;10.0;10.0;10.0;9.0;1.0;0.77;1029.0;445.0;0;1;0;
100.0;17.0;17.0;28012.0;40.41426487897974;-3.7015117613085446;3;1.0;1.0;2.0;;221.0;;5956.0;;;1;0;1;330;30;60;90;365;1;80.0;8.0;6.0;8.0;8.0;10.0;8.0;3.0;0.02;1542.0;0.0;1;0;0;
100.0;1.0;1.0;28036.0;40.46421895142548;-3.679910151354577;4;1.0;2.0;3.0;;110.0;;;250.0;35.0;2;15;2;1125;14;44;74;344;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;3.49;67.0;36.0;1;0;0;
100.0;11.0;11.0;28013.0;40.41897136083357;-3.707798478433542;4;1.0;1.0;2.0;;89.0;;;;25.0;2;15;1;1125;3;18;34;253;43;98.0;10.0;10.0;10.0;10.0;10.0;10.0;11.0;8.43;555.0;149.0;1;0;0;
100.0;1.0;1.0;28015.0;40.42211432236907;-3.70754490303514;4;1.0;1.0;2.0;;64.0;;;200.0;29.0;2;15;2;1125;8;18;35;310;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.0;30.0;0.0;1;0;0;
100.0;114.0;114.0;28012.0;40.41243416934165;-3.707248413406464;2;2.0;1.0;1.0;;25.0;;;;15.0;1;5;10;1125;0;6;36;311;0;;;;;;;;97.0;;1066.0;;0;1;0;
100.0;2.0;2.0;25008.0;40.41699254425514;-3.703586460091787;1;1.0;1.0;1.0;;19.0;;;;5.0;1;0;1;3;17;44;55;306;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;2.0;3.0;914.0;12.0;0;0;1;
88.0;7.0;7.0;;40.429484439729606;-3.673156518523229;2;1.0;1.0;1.0;;30.0;;;;20.0;1;10;1;1125;10;10;27;302;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.12;1028.0;0.0;0;1;0;
100.0;1.0;1.0;28028.0;40.42428522969114;-3.6653969461285705;3;2.0;1.0;2.0;;75.0;450.0;;100.0;30.0;1;0;3;1125;0;24;54;329;48;88.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;1.34;1128.0;983.0;1;0;0;
100.0;2.0;2.0;28014.0;40.41155788636181;-3.695909407497224;2;1.0;1.0;1.0;;35.0;;;;10.0;1;0;2;1125;10;17;27;86;7;89.0;10.0;9.0;10.0;10.0;10.0;10.0;2.0;1.0;295.0;37.0;0;1;0;
100.0;6.0;6.0;28014.0;40.41123090849735;-3.695842738763018;2;1.0;1.0;1.0;;39.0;272.0;950.0;300.0;35.0;1;15;3;1125;7;7;7;256;6;90.0;10.0;10.0;10.0;10.0;10.0;9.0;5.0;0.58;955.0;274.0;0;1;0;
100.0;2.0;2.0;28004.0;40.42512392592483;-3.702876690988802;2;1.0;1.0;1.0;;61.0;;;103.0;33.0;1;0;3;15;22;52;75;75;0;;;;;;;;2.0;;1552.0;;0;1;0;
98.0;4.0;4.0;28045.0;40.3977746786434;-3.695199688210144;5;1.0;2.0;3.0;;75.0;;;90.0;20.0;1;0;2;9;0;0;0;0;0;;;;;;;;4.0;;1588.0;;1;0;0;
98.0;46.0;46.0;28039.0;40.45494931197119;-3.71035067496012;2;1.0;0.0;1.0;;31.0;;;100.0;60.0;2;5;1;1125;11;41;71;346;3;73.0;8.0;8.0;10.0;9.0;5.0;5.0;44.0;0.29;933.0;296.0;1;0;0;
100.0;5.0;5.0;28006.0;40.43191845335916;-3.6741034687693337;4;1.0;2.0;2.0;;55.0;390.0;1500.0;;20.0;3;5;1;1125;6;36;66;341;0;;;;;;;;4.0;;1332.0;;1;0;0;
;1.0;1.0;28010.0;40.433520402641385;-3.702255652717032;2;1.0;0.0;1.0;;37.0;;;;;1;0;1;28;0;0;0;0;4;80.0;10.0;7.0;10.0;9.0;10.0;9.0;1.0;0.56;1593.0;7.0;1;0;0;
100.0;2.0;2.0;28014.0;40.4060201210299;-3.679310095979366;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;1;2;3;3;3;100.0;10.0;10.0;9.0;10.0;9.0;9.0;2.0;1.17;95.0;28.0;0;1;0;
100.0;1.0;1.0;28027.0;40.43241750629615;-3.65252710726821;3;2.0;1.0;3.0;;40.0;;;;;1;0;2;3;0;0;1;216;17;99.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;1.52;347.0;322.0;1;0;0;
100.0;1.0;1.0;28014.0;40.41488772939484;-3.697755876992627;2;1.0;1.0;1.0;;83.0;500.0;;100.0;20.0;1;0;3;31;0;0;0;265;72;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.6;1903.0;821.0;1;0;0;
100.0;4.0;4.0;28030.0;40.40098289155571;-3.648018365050618;1;1.0;1.0;1.0;;30.0;190.0;500.0;200.0;30.0;1;10;5;1125;0;2;32;307;0;;;;;;;;4.0;;874.0;;0;1;0;
100.0;2.0;2.0;28045.0;40.39281616828248;-3.694107534465892;1;1.0;1.0;1.0;;20.0;;;;;1;0;2;4;14;32;53;53;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;1.0;857.0;0.0;0;1;0;
94.0;51.0;51.0;28012.0;40.415963435628;-3.70301852198919;4;1.0;1.0;1.0;592.0;82.0;445.0;1620.0;200.0;32.0;2;11;4;365;2;10;23;240;66;88.0;9.0;9.0;9.0;9.0;10.0;9.0;51.0;1.34;1971.0;1467.0;1;0;0;54.998576
96.0;39.0;39.0;28014.0;40.41106844510625;-3.694541494269736;2;1.0;0.0;2.0;;89.0;;;;;1;0;1;1125;15;44;74;349;0;;;;;;;;29.0;;239.0;;1;0;0;
100.0;1.0;1.0;28014.0;40.4127268809473;-3.6954966191094862;4;1.0;1.0;2.0;;55.0;400.0;1480.0;100.0;15.0;2;10;3;150;6;16;29;285;67;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;5.52;371.0;352.0;1;0;0;
100.0;1.0;1.0;28012.0;40.410821539084445;-3.700125595004782;4;1.0;0.0;2.0;;69.0;;;;12.0;2;15;1;1125;10;35;64;154;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.82;1157.0;45.0;1;0;0;
100.0;2.0;2.0;28004.0;40.42408538928343;-3.698586365354264;4;1.0;1.0;4.0;;55.0;;;150.0;;1;0;3;10;11;32;35;310;52;95.0;10.0;10.0;10.0;10.0;10.0;9.0;2.0;2.9;732.0;516.0;0;1;0;
90.0;4.0;4.0;28014.0;40.415315297523534;-3.695227154107571;4;1.0;1.0;1.0;0.0;68.0;;;200.0;40.0;2;15;3;1825;10;22;40;277;13;90.0;10.0;10.0;9.0;9.0;10.0;10.0;4.0;0.31;1886.0;1235.0;1;0;0;0.0
33.0;1.0;1.0;28006.0;40.42601132746248;-3.673384521524356;2;1.0;1.0;1.0;;95.0;547.0;;200.0;;1;0;5;1125;8;16;26;289;23;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.22;1784.0;303.0;1;0;0;
100.0;3.0;3.0;28004.0;40.42614612847598;-3.704724193503221;2;1.0;1.0;1.0;;45.0;;;120.0;25.0;1;15;30;1125;1;1;1;252;1;100.0;10.0;8.0;10.0;10.0;10.0;10.0;3.0;0.75;732.0;0.0;1;0;0;
100.0;24.0;24.0;28013.0;40.41929110299047;-3.706800609359069;4;1.0;2.0;2.0;;87.0;;;100.0;35.0;2;15;1;1125;3;6;22;112;107;96.0;10.0;10.0;10.0;10.0;10.0;10.0;23.0;4.45;1735.0;713.0;1;0;0;
96.0;8.0;8.0;28012.0;40.41309417537824;-3.7055251112027054;3;1.0;1.0;2.0;;63.0;410.0;1250.0;100.0;20.0;2;10;3;20;12;30;40;301;175;94.0;10.0;10.0;10.0;10.0;10.0;9.0;8.0;4.1;1663.0;1266.0;1;0;0;
100.0;2.0;2.0;28012.0;40.40784735561761;-3.703210060557552;1;1.0;3.0;3.0;;20.0;;;200.0;10.0;1;0;3;1125;6;36;66;67;0;;;;;;;;2.0;;2092.0;;0;1;0;
100.0;1.0;1.0;28012.0;40.41064911475254;-3.7057421241835473;1;1.0;1.0;1.0;;25.0;;;;;1;10;2;1125;7;37;63;338;8;90.0;9.0;10.0;9.0;10.0;10.0;9.0;1.0;0.41;1161.0;544.0;0;1;0;
;1.0;1.0;28012.0;40.41470528379261;-3.7059297864389538;4;1.0;1.0;2.0;;90.0;700.0;2500.0;;20.0;3;0;2;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.07;1064.0;0.0;1;0;0;
100.0;10.0;10.0;28013.0;40.420774012518464;-3.710567779390934;4;1.0;1.0;2.0;;75.0;480.0;1450.0;150.0;30.0;2;10;3;30;3;11;11;100;35;90.0;9.0;9.0;10.0;10.0;10.0;9.0;6.0;0.92;1767.0;1070.0;1;0;0;
;1.0;1.0;28039.0;40.45866343492137;-3.701744576507115;2;2.0;1.0;1.0;;48.0;;;;;1;0;1;5;24;54;84;174;0;;;;;;;;1.0;;32.0;;0;1;0;
100.0;4.0;4.0;28041.0;40.35971239474707;-3.695494562172337;1;1.5;1.0;1.0;;10.0;;;;;1;0;10;1125;0;0;0;184;0;;;;;;;;4.0;;75.0;;0;1;0;
;1.0;1.0;28004.0;40.42029708436046;-3.702980523210928;2;1.0;1.0;1.0;;26.0;280.0;650.0;100.0;15.0;2;5;2;1125;0;0;0;0;17;86.0;9.0;9.0;9.0;9.0;10.0;10.0;1.0;0.51;1201.0;749.0;0;1;0;
;1.0;1.0;28035.0;40.47290353502176;-3.717814531704318;2;;1.0;;;74.0;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;1.0;;1529.0;;0;1;0;
70.0;1.0;1.0;28013.0;40.422801026934856;-3.710124907200527;2;1.0;1.0;1.0;;40.0;;;;10.0;1;5;2;1125;24;54;84;174;0;;;;;;;;1.0;;47.0;;0;1;0;
100.0;1.0;1.0;28013.0;40.41905665549781;-3.706877100905048;4;1.0;1.0;3.0;;85.0;595.0;;;20.0;3;0;5;372;10;28;52;322;1;89.0;10.0;10.0;10.0;10.0;6.0;10.0;1.0;0.03;1656.0;0.0;0;1;0;
90.0;1.0;1.0;28012.0;40.41642023069546;-3.7033117628821337;7;1.0;3.0;5.0;;86.0;;2200.0;350.0;70.0;5;6;2;1125;6;17;24;285;76;88.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;3.9;609.0;578.0;1;0;0;
100.0;46.0;46.0;28004.0;40.42218297380302;-3.7029542854888255;2;1.0;1.0;1.0;;40.0;;;;20.0;1;0;1;20;1;12;34;308;31;82.0;8.0;9.0;9.0;10.0;9.0;9.0;46.0;3.8;1480.0;240.0;1;0;0;
;38.0;38.0;28012.0;40.41333289831215;-3.6995783303553313;1;2.0;1.0;1.0;;33.0;;;200.0;30.0;1;0;7;1125;0;13;43;318;0;;;;;;;;38.0;;44.0;;0;1;0;
100.0;12.0;12.0;;40.414647128395885;-3.708036198754746;2;1.0;1.0;1.0;;60.0;;;;;1;0;1;1125;19;43;48;323;8;91.0;10.0;9.0;10.0;10.0;10.0;9.0;12.0;0.24;1193.0;809.0;0;1;0;
100.0;2.0;2.0;28006.0;40.43014733331487;-3.6715530771031832;4;1.0;2.0;2.0;;77.0;;;150.0;30.0;1;0;2;30;5;8;12;15;5;96.0;9.0;10.0;10.0;10.0;10.0;10.0;2.0;0.56;1557.0;177.0;1;0;0;
100.0;1.0;1.0;28004.0;40.42154874782321;-3.707445214386396;2;1.0;0.0;1.0;;50.0;;;;;1;6;1;15;1;1;12;80;6;88.0;9.0;9.0;9.0;10.0;10.0;9.0;1.0;0.55;2137.0;315.0;1;0;0;
100.0;4.0;4.0;28047.0;40.39335363396624;-3.7431041038384025;2;2.0;1.0;1.0;;20.0;;;;;1;0;2;1125;27;57;87;362;0;;;;;;;;4.0;;124.0;;0;1;0;
100.0;11.0;11.0;28005.0;40.40857618285828;-3.704656598776961;4;1.0;1.0;1.0;;50.0;;;150.0;20.0;2;10;1;1125;8;31;53;283;3;67.0;6.0;7.0;7.0;6.0;9.0;6.0;11.0;0.63;1627.0;46.0;1;0;0;
86.0;1.0;1.0;28005.0;40.40199935891812;-3.703145995725225;2;1.0;1.0;1.0;;20.0;;;;5.0;1;15;1;10;2;7;19;28;29;96.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;4.97;179.0;155.0;0;1;0;
100.0;2.0;2.0;28018.0;40.38351921599278;-3.650172445046691;3;1.0;1.0;2.0;;35.0;120.0;375.0;;10.0;1;15;5;1125;1;2;8;283;9;98.0;9.0;9.0;10.0;10.0;9.0;10.0;2.0;0.18;1632.0;1203.0;0;1;0;
;1.0;1.0;28011.0;40.40261981883327;-3.7603389201170128;2;1.0;1.0;1.0;;17.0;125.0;450.0;;6.0;1;10;1;1125;30;60;90;365;0;;;;;;;;1.0;;920.0;;0;1;0;
100.0;8.0;8.0;28014.0;40.41364063932546;-3.69905566240146;2;1.0;1.0;1.0;;85.0;;;150.0;50.0;1;0;4;1125;15;45;75;75;0;;;;;;;;2.0;;1876.0;;1;0;0;
100.0;3.0;3.0;;40.40783495375786;-3.7116830809068215;2;1.0;1.0;1.0;;80.0;;;;;1;0;1;1125;19;19;19;19;0;;;;;;;;2.0;;1556.0;;0;1;0;
100.0;13.0;13.0;28001.0;40.42711543404669;-3.678836496014137;6;2.0;2.0;3.0;;160.0;;;250.0;49.0;4;10;2;1125;5;16;30;251;10;88.0;9.0;9.0;9.0;9.0;10.0;9.0;12.0;0.88;478.0;316.0;1;0;0;
75.0;12.0;12.0;28010.0;40.434142943067776;-3.692236523837328;4;2.0;2.0;2.0;;143.0;;;;;2;15;7;1125;0;0;6;184;0;;;;;;;;11.0;;194.0;;1;0;0;
93.0;1.0;1.0;28012.0;40.412100633486425;-3.700236462087525;2;;1.0;1.0;;35.0;245.0;900.0;;5.0;1;0;2;1125;7;16;46;318;116;91.0;10.0;9.0;9.0;9.0;8.0;9.0;1.0;2.82;1688.0;1217.0;0;1;0;
100.0;1.0;1.0;28005.0;40.41363323316737;-3.708382255201784;1;1.0;1.0;1.0;;33.0;;;;;1;0;2;1125;8;38;68;343;19;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1.0;1.63;1221.0;321.0;0;1;0;
100.0;1.0;1.0;;40.40864783932089;-3.673056101318753;1;1.0;1.0;1.0;;25.0;;;;10.0;1;0;2;3;0;0;17;17;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.73;1067.0;20.0;0;1;0;
96.0;5.0;5.0;;40.43946183844224;-3.695675239865355;2;1.0;1.0;1.0;;28.0;230.0;850.0;;;1;0;2;1125;2;2;2;268;7;100.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;0.16;1431.0;1290.0;0;1;0;
100.0;1.0;1.0;28005.0;40.40691460260665;-3.705853401010768;2;1.0;1.0;1.0;;45.0;;;;20.0;1;0;2;1125;4;10;34;309;15;89.0;9.0;10.0;10.0;10.0;9.0;9.0;1.0;1.61;340.0;274.0;1;0;0;
100.0;1.0;1.0;28005.0;40.41493804280369;-3.708446490691828;4;1.0;1.0;2.0;;60.0;;;;20.0;1;10;1;1125;14;37;61;334;37;88.0;9.0;9.0;9.0;9.0;10.0;9.0;1.0;3.24;1084.0;322.0;1;0;0;
100.0;1.0;1.0;28011.0;40.41046778463076;-3.739315785245727;6;1.0;3.0;4.0;;80.0;;;300.0;;2;15;1;1125;0;0;0;0;0;;;;;;;;1.0;;420.0;;1;0;0;
100.0;1.0;1.0;28004.0;40.422033844169526;-3.6949404207266574;3;1.0;1.0;2.0;;85.0;;;250.0;60.0;3;45;3;1125;7;14;23;105;47;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;5.28;807.0;260.0;1;0;0;
100.0;1.0;1.0;28012.0;40.412251009852845;-3.7062267651184913;6;2.0;3.0;3.0;;150.0;800.0;2500.0;200.0;30.0;2;20;2;1125;2;8;8;206;56;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;4.0;534.0;409.0;1;0;0;
100.0;4.0;4.0;28007.0;40.4051708375629;-3.6789411525417246;2;1.5;1.0;1.0;;26.0;;;;30.0;1;0;2;1125;5;25;48;314;19;94.0;10.0;10.0;10.0;10.0;10.0;10.0;3.0;2.89;880.0;190.0;0;1;0;
100.0;2.0;2.0;28010.0;40.43326153347088;-3.702869245272885;1;1.0;1.0;1.0;;50.0;400.0;1000.0;;30.0;1;0;1;1125;0;0;30;305;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;2.0;0.13;1278.0;0.0;0;1;0;
0.0;1.0;1.0;28014.0;40.413520863709465;-3.695268935583611;4;2.0;3.0;5.0;;300.0;;;;50.0;1;0;2;1125;30;60;90;365;0;;;;;;;;1.0;;500.0;;1;0;0;
100.0;3.0;3.0;28011.0;40.40883175076812;-3.741177917991088;1;1.0;1.0;1.0;;16.0;112.0;430.0;;;1;0;1;1125;24;54;84;234;87;95.0;10.0;10.0;10.0;10.0;9.0;10.0;3.0;1.56;1744.0;1670.0;0;1;0;
100.0;1.0;1.0;28045.0;40.39817743380029;-3.70024999176062;2;2.0;1.0;2.0;161.0;30.0;180.0;450.0;;5.0;1;10;6;100;8;38;68;343;4;90.0;9.0;10.0;9.0;10.0;9.0;9.0;1.0;0.11;1630.0;1017.0;0;1;0;14.957383
100.0;1.0;1.0;28005.0;40.41304650597278;-3.712068360882606;2;1.0;1.0;2.0;;35.0;175.0;600.0;;;1;10;1;1125;30;60;90;365;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.06;1308.0;753.0;0;1;0;
100.0;1.0;1.0;28011.0;40.41156396438088;-3.72668145801739;6;1.0;2.0;3.0;;80.0;;;;40.0;4;15;2;1125;8;21;44;133;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1.0;2.34;862.0;56.0;1;0;0;
100.0;23.0;23.0;28004.0;40.4278174590948;-3.705529911761474;4;1.0;1.0;2.0;;60.0;;;150.0;30.0;2;5;2;1125;10;24;44;119;67;94.0;10.0;10.0;10.0;10.0;10.0;10.0;23.0;4.13;1601.0;474.0;1;0;0;
85.0;1.0;1.0;28027.0;40.437295388455766;-3.659047606867962;2;1.0;1.0;1.0;;40.0;;;;;1;0;1;1125;6;30;60;150;25;79.0;9.0;6.0;8.0;8.0;8.0;8.0;1.0;1.96;398.0;376.0;1;0;0;
;1.0;1.0;28012.0;40.410168139552056;-3.7000696660000303;3;1.0;1.0;1.0;;50.0;;;;14.0;1;0;2;1125;0;0;0;0;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.03;193.0;48.0;1;0;0;
94.0;51.0;51.0;28005.0;40.41042790107283;-3.709436604702863;6;1.0;2.0;1.0;85.0;113.0;623.0;2154.0;200.0;48.0;2;11;5;365;6;25;49;324;7;89.0;9.0;9.0;10.0;10.0;9.0;8.0;51.0;0.19;1971.0;1018.0;1;0;0;7.896755
100.0;9.0;9.0;28004.0;40.42309465561;-3.699353568743721;5;1.0;2.0;4.0;;75.0;;;200.0;45.0;2;20;1;1125;6;12;22;265;123;95.0;10.0;10.0;10.0;10.0;10.0;9.0;9.0;3.11;2073.0;1181.0;1;0;0;
100.0;2.0;2.0;28011.0;40.40497042930921;-3.748078276774473;2;1.0;1.0;1.0;;17.0;;;;5.0;1;11;2;9;0;0;1;1;0;;;;;;;;2.0;;366.0;;0;1;0;
100.0;2.0;2.0;28004.0;40.4223659934832;-3.7012584476490953;2;1.0;1.0;2.0;;45.0;392.0;1568.0;200.0;18.0;2;15;3;1125;8;19;35;275;86;94.0;10.0;10.0;9.0;9.0;10.0;10.0;2.0;2.34;1176.0;1094.0;1;0;0;
100.0;5.0;5.0;28013.0;40.42160928448887;-3.711749675296257;4;1.0;1.0;1.0;;79.0;;;150.0;30.0;1;10;1;1125;16;31;54;142;0;;;;;;;;5.0;;185.0;;1;0;0;
;1.0;1.0;28033.0;40.47777002920761;-3.673206517399141;1;;1.0;;;71.0;;;;;1;0;1;1125;30;60;90;365;0;;;;;;;;1.0;;1451.0;;0;1;0;
86.0;1.0;1.0;28012.0;40.410474426274114;-3.7020712054116025;2;1.0;1.0;1.0;431.0;50.0;300.0;900.0;100.0;20.0;1;0;2;180;3;3;7;254;146;94.0;9.0;9.0;10.0;10.0;9.0;9.0;1.0;2.36;1891.0;1741.0;1;0;0;40.041193
100.0;2.0;2.0;28019.0;40.39409373044773;-3.7135906013751367;2;1.0;1.0;1.0;;18.0;;;;5.0;1;10;1;1125;16;16;42;317;12;92.0;10.0;10.0;9.0;10.0;9.0;9.0;2.0;1.17;638.0;300.0;0;1;0;
100.0;17.0;17.0;28004.0;40.42561477667287;-3.698637718789616;4;1.0;0.0;2.0;;70.0;400.0;1300.0;;30.0;2;5;3;1125;10;10;10;260;3;80.0;8.0;9.0;8.0;7.0;10.0;7.0;15.0;0.05;1870.0;1699.0;0;1;0;
100.0;1.0;1.0;28045.0;40.39091160989936;-3.69600531167832;2;1.0;1.0;1.0;;19.0;;;;;1;10;1;1125;21;50;80;354;7;87.0;8.0;9.0;10.0;10.0;10.0;8.0;1.0;0.97;245.0;209.0;0;1;0;
0.0;1.0;1.0;28004.0;40.42215793289054;-3.7062898364338297;4;1.0;1.0;3.0;;45.0;;;;;2;10;2;1125;5;14;25;292;0;;;;;;;;1.0;;275.0;;1;0;0;
;1.0;1.0;28013.0;40.41522841227043;-3.709349471811886;2;1.0;0.0;1.0;;45.0;;600.0;;;1;0;4;30;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.05;1800.0;0.0;1;0;0;
100.0;2.0;2.0;28005.0;40.4111445124502;-3.70711721581619;4;1.0;2.0;2.0;;100.0;;;;50.0;1;0;2;1125;4;6;6;91;5;96.0;10.0;8.0;10.0;10.0;10.0;10.0;2.0;2.38;910.0;49.0;1;0;0;
75.0;164.0;164.0;28012.0;40.414867702662775;-3.707529145901833;6;2.0;2.0;4.0;;130.0;;2310.0;200.0;60.0;3;20;2;1125;7;21;35;298;4;75.0;7.0;8.0;5.0;7.0;9.0;8.0;145.0;0.22;932.0;368.0;1;0;0;
100.0;3.0;3.0;28012.0;40.41044539011435;-3.698614465340557;2;1.0;1.0;1.0;;35.0;;1200.0;125.0;;2;0;3;1125;9;28;44;313;156;88.0;9.0;9.0;10.0;10.0;9.0;9.0;3.0;4.37;1096.0;1064.0;1;0;0;
100.0;1.0;1.0;28013.0;40.416836605892094;-3.7099237183188825;6;1.0;1.0;3.0;;89.0;;;150.0;15.0;1;0;2;60;15;33;53;326;4;95.0;9.0;9.0;10.0;10.0;10.0;9.0;1.0;3.43;69.0;28.0;1;0;0;
100.0;10.0;10.0;28012.0;40.4143299097119;-3.701233576772441;4;1.0;1.0;3.0;431.0;59.0;;;100.0;;2;10;3;365;7;12;23;265;21;88.0;9.0;9.0;9.0;9.0;10.0;9.0;8.0;0.37;2115.0;1654.0;1;0;0;40.041193
;1.0;1.0;28012.0;40.41256340791366;-3.698999403335739;1;1.0;1.0;1.0;;50.0;300.0;650.0;300.0;20.0;1;0;1;1125;0;0;0;0;0;;;;;;;;1.0;;1705.0;;0;1;0;
100.0;2.0;2.0;28012.0;40.410896036409326;-3.698633579404797;2;1.0;1.0;1.0;;29.0;100.0;400.0;100.0;10.0;1;10;2;30;0;0;0;0;6;87.0;9.0;8.0;10.0;10.0;10.0;8.0;2.0;0.33;719.0;475.0;0;1;0;
100.0;3.0;3.0;28039.0;40.46051029594867;-3.700616301940163;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;0;6;36;311;2;100.0;10.0;9.0;10.0;10.0;8.0;10.0;2.0;0.32;787.0;42.0;0;1;0;
100.0;8.0;8.0;28013.0;40.42174883108167;-3.71110520281181;6;2.0;2.0;3.0;;120.0;;;;;2;25;2;1125;6;26;42;304;0;;;;;;;;6.0;;31.0;;1;0;0;
100.0;9.0;9.0;28013.0;40.420195830429066;-3.698402621060298;16;4.5;7.0;15.0;;300.0;;;300.0;100.0;1;0;1;1125;11;17;34;178;12;96.0;9.0;10.0;10.0;10.0;10.0;9.0;8.0;1.14;679.0;291.0;1;0;0;
100.0;1.0;1.0;28014.0;40.41190353007579;-3.6955245296653225;5;1.0;2.0;4.0;;80.0;;;250.0;30.0;2;15;3;1125;0;17;42;317;16;95.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;2.45;203.0;160.0;1;0;0;
100.0;8.0;8.0;28015.0;40.427714555143794;-3.7086656649003;2;8.0;1.0;16.0;;45.0;;;;;1;0;1;1125;12;36;58;333;0;;;;;;;;8.0;;845.0;;0;1;0;
100.0;2.0;2.0;28004.0;40.42438343539027;-3.697399964518379;4;3.0;2.0;2.0;;275.0;;;;100.0;1;0;3;1125;18;43;64;339;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;1.07;397.0;189.0;1;0;0;
100.0;12.0;12.0;28013.0;40.41699762772564;-3.7079443455248313;7;3.0;4.0;7.0;;229.0;;;350.0;30.0;1;0;2;80;8;24;37;295;37;96.0;10.0;10.0;10.0;10.0;10.0;9.0;12.0;3.45;1534.0;301.0;1;0;0;
100.0;57.0;57.0;28012.0;40.40974107210173;-3.701239200572539;4;1.0;1.0;1.0;;49.0;;;100.0;30.0;1;15;1;28;7;35;65;155;37;83.0;10.0;8.0;9.0;8.0;9.0;8.0;48.0;2.3;788.0;455.0;1;0;0;
89.0;3.0;3.0;28046.0;40.42868321132514;-3.690737793135128;4;1.0;2.0;2.0;;140.0;;;;50.0;1;0;5;20;28;58;88;363;0;;;;;;;;3.0;;1001.0;;1;0;0;
;1.0;1.0;28045.0;40.39352740965159;-3.6957975647197694;1;1.0;1.0;1.0;;30.0;;;;;1;0;1;1125;23;53;83;358;0;;;;;;;;1.0;;1224.0;;0;1;0;
100.0;4.0;4.0;28005.0;40.4121762504786;-3.713690909210436;6;1.0;2.0;4.0;646.0;116.0;600.0;;300.0;60.0;4;20;2;730;3;23;44;319;136;96.0;10.0;10.0;10.0;10.0;10.0;10.0;4.0;1.93;2195.0;2102.0;1;0;0;60.015338
100.0;1.0;1.0;28008.0;40.42327824493622;-3.72306703063312;2;1.5;1.0;1.0;;25.0;250.0;;;15.0;1;0;1;1125;5;33;54;325;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.86;1247.0;0.0;0;1;0;
;1.0;1.0;28025.0;40.38963909509409;-3.739942815483055;1;1.0;1.0;1.0;;20.0;;;90.0;5.0;1;0;1;1125;29;59;89;90;0;;;;;;;;1.0;;258.0;;0;1;0;
100.0;1.0;1.0;28004.0;40.42199992136974;-3.704991940417836;5;1.0;2.0;2.0;;101.0;;;100.0;55.0;3;45;2;30;11;20;45;320;23;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;0.84;1922.0;807.0;1;0;0;
